[7l----total-cpu-usage---- -dsk/total- ------memory-usage----- -net/total- --io/total- ------sockets------ ----tcp-sockets----
usr sys idl wai hiq siq| read  writ| used  buff  cach  free| recv  send| read  writ|tot tcp udp raw frg|lis act syn tim clo
 11   2  87   0   0   0|   0     0 |5177M  389M 57.0G  539M|1313k 4387k|   0     0 |415 208  20   0   0| 20 175   3   1 182
 10   2  88   0   0   0|   0     0 |5177M  389M 57.0G  539M|1615k 4754k|   0     0 |411 203  20   0   0| 20 173   1   1 183
 13   3  84   0   0   1|   0  8192B|5177M  389M 57.0G  540M|1464k 5317k|   0  2.00 |408 200  20   0   0| 20 175   3   1 182
 20   3  77   0   0   1|  20k   80k|5177M  389M 57.0G  538M|1675k 9235k|1.00  2.00 |435 226  20   0   0| 20 202   1   1 179
 14   2  83   0   0   1|   0    48k|5176M  389M 57.0G  539M|1631k 6215k|   0  4.00 |435 228  20   0   0| 20 202   3   1 182
 15   3  81   0   0   1|   0     0 |5177M  389M 57.0G  538M|1487k 5378k|   0     0 |437 231  20   0   0| 20 200   1   1 188
  9   2  88   0   0   0|  36k    0 |5177M  389M 57.0G  538M|1592k 4752k|3.00     0 |435 229  20   0   0| 20 195   5   1 200
 13   3  84   0   0   1|   0    92k|5177M  389M 57.0G  538M|1482k 5929k|   0  1.00 |429 222  20   0   0| 20 191   1   1 194
  8   2  90   0   0   0|   0   168k|5177M  389M 57.0G  538M|1223k 3722k|   0  13.0 |420 215  20   0   0| 20 173   2   1 215
 21   3  75   0   0   1|   0     0 |5177M  389M 57.0G  538M|1732k 6371k|   0     0 |433 226  20   0   0| 20 186   3   1 217
 14   2  83   0   0   1|   0    56k|5177M  389M 57.0G  538M|1364k 5449k|   0  4.00 |439 232  20   0   0| 20 190   1   1 220
 16   3  81   0   0   1|   0   360k|5177M  389M 57.0G  538M|1438k 4955k|   0  14.0 |437 228  20   0   0| 20 191   2   1 221
 11   3  85   0   0   0|   0   148k|5176M  389M 57.0G  539M|1093k 3863k|   0  25.0 |437 229  20   0   0| 20 186   2   1 229
 11   2  86   0   0   1|   0    16k|5177M  389M 57.0G  539M|1280k 4406k|   0  2.00 |439 229  20   0   0| 20 186   1   1 230
 26   5  68   0   0   1|   0     0 |5192M  389M 57.0G  525M|1194k 4085k|   0     0 |445 231  20   0   0| 20 197   1   1 215
 12   4  84   0   0   1|   0    36k|5174M  389M 57.0G  542M|1079k 4243k|   0  4.00 |423 215  20   0   0| 20 178   3   1 222
 11   3  86   0   0   0|   0     0 |5174M  389M 57.0G  543M|1360k 4424k|   0     0 |407 202  20   0   0| 20 167   3   1 235
 12   2  86   0   0   1|   0  2152k|5174M  389M 57.0G  542M|1257k 4789k|   0   290 |407 204  20   0   0| 20 171   3   1 231
 22   4  73   0   0   1|   0     0 |5172M  389M 57.0G  544M|1601k 5390k|   0     0 |412 207  20   0   0| 20 175   2   1 230
 23   3  73   0   0   1|   0     0 |5172M  389M 57.0G  545M|1389k 5134k|   0     0 |415 211  20   0   0| 20 176   2   1 235
 10   2  88   0   0   1|   0     0 |5173M  389M 57.0G  544M|1499k 4072k|   0     0 |418 205  20   0   0| 20 171   2   1 239
  8   2  90   0   0   1|   0    16k|5173M  389M 57.0G  544M|1391k 4282k|   0  4.00 |405 192  20   0   0| 20 160   3   1 251
 23   5  71   0   0   1|  12M  236k|5172M  389M 57.0G  532M|1920k 9942k|39.0  9.00 |439 225  20   0   0| 20 194   9   1 212
 18   4  76   0   0   2|   0     0 |5173M  389M 57.0G  531M|2001k   20M|   0     0 |462 249  20   0   0| 20 217   2   1 213
 17   3  79   0   0   1|   0     0 |5173M  389M 57.0G  531M|1978k   13M|   0     0 |454 241  20   0   0| 20 214   4   1 212
 15   3  81   0   0   1|   0     0 |5173M  389M 57.0G  531M|1795k   10M|   0     0 |455 245  20   0   0| 20 220   2   1 210
 13   3  84   0   0   1|   0     0 |5173M  389M 57.0G  531M|1677k   10M|   0     0 |454 245  20   0   0| 20 219   3   1 209
 11   3  85   0   0   0|   0   156k|5173M  389M 57.0G  531M|1679k 9372k|   0  10.0 |452 243  20   0   0| 20 216   2   1 210
 19   5  75   0   0   1|   0    60k|5174M  389M 57.0G  530M|1416k 7658k|   0  4.00 |455 246  20   0   0| 20 214   3   1 213
 10   2  88   0   0   1|   0     0 |5174M  389M 57.0G  530M|1556k 7353k|   0     0 |451 242  20   0   0| 20 204   2   1 221
 10   2  87   0   0   1|   0     0 |5173M  389M 57.0G  531M|1435k 7359k|   0     0 |454 246  20   0   0| 20 205   3   1 220
 11   2  86   0   0   1|4096B    0 |5174M  389M 57.0G  530M|1718k 7730k|1.00     0 |455 246  20   0   0| 20 204   2   1 220
 22   4  72   0   0   1|   0   116k|5175M  389M 57.0G  529M|1830k 8067k|   0  11.0 |499 281  20   0   0| 20 236   7   1 223
 24   3  72   0   0   2|   0     0 |5175M  389M 57.0G  529M|1827k   11M|   0     0 |491 283  20   0   0| 20 239   6   1 236
 19   3  77   0   0   2|   0    48k|5174M  390M 57.0G  530M|1759k   10M|   0  4.00 |479 270  20   0   0| 20 228   2   1 245
 14   3  83   0   0   1|   0     0 |5174M  390M 57.0G  529M|1655k 6577k|   0     0 |484 275  20   0   0| 20 239   4   1 245
 17   3  79   0   0   1|   0     0 |5174M  390M 57.0G  530M|1623k 8252k|   0     0 |481 273  20   0   0| 20 239   2   1 241
 13   3  83   0   0   1|   0   112k|5173M  390M 57.0G  531M|1848k 8893k|   0  4.00 |479 270  20   0   0| 20 239   3   1 223
 10   2  87   0   0   0|   0     0 |5173M  390M 57.0G  531M|1544k 6781k|   0     0 |474 266  20   0   0| 20 232   2   1 225
 11   2  86   0   0   0|   0     0 |5173M  390M 57.0G  530M|1400k 6763k|   0     0 |472 263  20   0   0| 20 228   7   1 214
 15   4  81   0   0   0|   0    48k|5173M  390M 57.0G  531M|1387k 5395k|   0  4.00 |461 255  20   0   0| 20 218   3   1 221
 12   3  84   0   0   1|   0     0 |5176M  390M 57.0G  527M|1417k 5425k|   0     0 |460 250  20   0   0| 20 213   2   1 222
  8   2  89   0   0   0|   0   344k|5174M  390M 57.0G  528M|1209k 4874k|   0  33.0 |453 245  20   0   0| 20 210   2   1 222
 11   2  86   0   0   0|   0    76k|5173M  390M 57.0G  530M|1321k 5662k|   0  16.0 |453 244  20   0   0| 20 210   3   1 221
  9   2  89   0   0   0|   0     0 |5174M  390M 57.0G  529M|1356k 4994k|   0     0 |447 238  20   0   0| 20 207   2   1 220
  9   2  88   0   0   0|   0    20k|5173M  390M 57.0G  530M|1501k 5261k|   0  4.00 |443 233  20   0   0| 20 204   1   1 209
 11   2  87   0   0   1|   0  4096B|5175M  390M 57.0G  528M|1403k 5586k|   0  1.00 |444 234  20   0   0| 20 207   1   1 203
 13   2  84   0   0   1|   0   136k|5174M  390M 57.0G  529M|1568k 6878k|   0  4.00 |441 233  20   0   0| 20 206   3   1 203
 11   3  86   0   0   1|   0    12k|5174M  390M 57.0G  529M|1390k 5542k|   0  2.00 |439 229  20   0   0| 20 203   1   1 205
 10   2  88   0   0   0|   0     0 |5175M  390M 57.0G  528M|1589k 5817k|   0     0 |422 213  20   0   0| 20 186   1   1 217
 12   3  85   0   0   1|   0     0 |5173M  390M 57.0G  530M|1661k 6206k|   0     0 |422 212  20   0   0| 20 185   1   1 216
 13   3  84   0   0   1|   0     0 |5173M  390M 57.0G  531M|1961k 6029k|   0     0 |421 212  20   0   0| 20 184   2   1 206
 10   3  87   0   0   0|   0  1888k|5174M  390M 57.0G  530M|1404k 4603k|   0   274 |415 205  20   0   0| 20 179   1   1 199
 10   2  88   0   0   0|   0    28k|5174M  390M 57.0G  530M|1385k 4517k|   0  4.00 |399 189  20   0   0| 20 161   1   1 210
 13   3  83   0   0   1|   0     0 |5175M  390M 57.0G  529M|1522k 5550k|   0     0 |490 282  20   0   0| 20 253   1   1 177
 21   4  75   0   0   1|   0     0 |5175M  390M 57.0G  529M|1787k 5631k|   0     0 |494 283  20   0   0| 20 256   1   1 180
 13   4  83   0   0   1|   0     0 |5177M  390M 57.0G  527M|1491k 6023k|   0     0 |488 279  20   0   0| 20 250   2   1 184
 13   3  84   0   0   1|   0   260k|5174M  390M 57.0G  530M|1478k 5840k|   0  19.0 |486 276  20   0   0| 20 247   2   1 186
 14   4  82   0   0   1|   0     0 |5176M  390M 57.0G  528M|1603k 5609k|   0     0 |483 273  20   0   0| 20 244   2   1 187
 11   3  85   0   0   1|   0     0 |5176M  390M 57.0G  528M|1459k 5016k|   0     0 |477 269  20   0   0| 20 240   1   1 189
 15   2  83   0   0   1|   0    20k|5174M  390M 57.0G  530M|1680k 5286k|   0  4.00 |482 273  20   0   0| 20 244   1   1 190
 16   3  80   0   0   1|   0     0 |5176M  390M 57.0G  527M|1536k 5229k|   0     0 |483 274  20   0   0| 20 247   1   1 191
 15   3  82   0   0   0| 356k  132k|5176M  390M 57.0G  528M|1483k 5497k|4.00  9.00 |484 275  20   0   0| 20 249   1   1 199
 11   3  86   0   0   0|   0     0 |5176M  390M 57.0G  528M|1527k 5579k|   0     0 |460 253  20   0   0| 20 226   1   1 205
 17   3  79   0   0   1|  24k    0 |5177M  390M 57.0G  527M|1440k 5461k|3.00     0 |455 246  20   0   0| 20 220   2   1 215
 11   2  87   0   0   0|   0    76k|5177M  390M 57.0G  526M|1332k 5055k|   0  4.00 |450 241  20   0   0| 20 216   1   1 217
 11   2  87   0   0   1|   0     0 |5177M  390M 57.0G  527M|1687k 6113k|   0     0 |445 236  20   0   0| 20 210   1   1 224
 11   2  86   0   0   0|   0   164k|5176M  390M 57.0G  527M|1486k 5495k|   0  24.0 |441 233  20   0   0| 20 206   1   1 223
 13   2  85   0   0   0| 116k   68k|5177M  390M 57.0G  526M|1590k 5724k|3.00  1.00 |440 231  20   0   0| 20 205   2   1 223
  9   2  88   0   0   0|   0     0 |5176M  390M 57.0G  527M|1555k 5134k|   0     0 |440 231  20   0   0| 20 205   1   1 220
 14   3  83   0   0   0|   0     0 |5180M  390M 57.0G  523M|1505k 5245k|   0     0 |442 232  21   0   0| 20 205   3   1 219
 16   3  81   0   0   1|   0   308k|5176M  390M 57.0G  528M|1845k 5941k|   0  13.0 |445 231  20   0   0| 20 205   1   1 213
 14   2  83   0   0   0|4904k   68k|5175M  390M 57.0G  523M|1817k 5485k|25.0  6.00 |448 234  20   0   0| 20 215   2   1 210
 18   4  78   0   0   1|  44k    0 |5176M  390M 57.0G  522M|1787k   11M|2.00     0 |468 254  20   0   0| 20 230   1   1 201
 14   3  82   0   0   1| 252k    0 |5176M  390M 57.0G  522M|1698k   12M|1.00     0 |475 260  20   0   0| 20 238   1   1 198
 11   2  86   0   0   1|  28k    0 |5176M  390M 57.0G  522M|1753k 9049k|3.00     0 |476 261  20   0   0| 20 238   1   1 196
 15   4  80   0   0   1|   0   160k|5176M  390M 57.0G  522M|2080k   11M|   0  3.00 |484 272  20   0   0| 20 249   1   1 198
 11   3  86   0   0   1|   0   240k|5176M  390M 57.0G  522M|1645k 8952k|   0  20.0 |479 268  20   0   0| 20 244   1   1 198
 12   2  86   0   0   0|   0   192k|5176M  390M 57.0G  522M|1533k 7942k|   0  32.0 |478 267  20   0   0| 20 242   1   1 198
 11   2  86   0   0   1|   0     0 |5176M  390M 57.0G  522M|1425k 8018k|   0     0 |480 269  20   0   0| 20 242   1   1 197
 10   2  87   0   0   0|   0     0 |5176M  390M 57.0G  522M|1748k 8072k|   0     0 |479 268  20   0   0| 20 238   1   1 201
 12   2  86   0   0   0|   0   172k|5176M  390M 57.0G  522M|1894k 7777k|   0  3.00 |477 266  20   0   0| 20 233   1   1 205
 12   2  85   0   0   1|   0     0 |5176M  390M 57.0G  522M|1716k 6477k|   0     0 |478 268  20   0   0| 20 233   4   1 189
  9   3  88   0   0   0|   0    40k|5177M  390M 57.0G  521M|1414k 5062k|   0  6.00 |476 265  20   0   0| 20 233   1   1 186
 11   2  87   0   0   0|4096B  104k|5177M  390M 57.0G  521M|1377k 5831k|1.00  9.00 |370 164  20   0   0| 20 127   4   1 285
  9   2  89   0   0   0|   0     0 |5176M  390M 57.0G  522M|1359k 5295k|   0     0 |370 159  20   0   0| 20 128   2   1 281
 10   2  87   0   0   1|   0     0 |5176M  390M 57.0G  522M|1455k 5715k|   0     0 |369 159  20   0   0| 20 127   2   1 278
 10   2  88   0   0   0|   0  2112k|5176M  390M 57.0G  522M|1437k 5607k|   0   275 |364 153  20   0   0| 20 123   1   1 278
 11   2  86   0   0   1|  48k   40k|5176M  390M 57.0G  522M|1722k 5755k|1.00  5.00 |365 154  20   0   0| 20 125   1   1 272
 11   2  86   0   0   1|   0   116k|5176M  390M 57.0G  522M|1614k 5121k|   0  3.00 |365 154  20   0   0| 20 126   1   1 270
 11   2  87   0   0   1|   0     0 |5176M  390M 57.0G  522M|1180k 4290k|   0     0 |365 154  20   0   0| 20 126   1   1 269
 10   2  87   0   0   1|   0     0 |5176M  390M 57.0G  521M|1391k 5442k|   0     0 |364 154  20   0   0| 20 123   1   1 269
  9   2  89   0   0   0|   0    28k|5176M  390M 57.0G  522M|1281k 4867k|   0  7.00 |360 149  20   0   0| 20 121   2   1 275
 11   2  86   0   0   1|   0   192k|5176M  390M 57.0G  522M|1610k 5382k|   0  2.00 |357 147  20   0   0| 20 118   3   1 263
 14   3  82   0   0   1|   0    84k|5177M  390M 57.0G  521M|1688k 5894k|   0  6.00 |365 154  20   0   0| 20 126   4   1 256
 15   3  81   0   0   1|   0     0 |5177M  390M 57.0G  521M|1654k 6747k|   0     0 |373 161  20   0   0| 20 136   2   1 247
 14   3  82   0   0   1|   0   124k|5176M  390M 57.0G  522M|1577k 6345k|   0  9.00 |405 193  20   0   0| 20 169   1   1 240
 16   3  80   0   0   1|   0     0 |5176M  390M 57.0G  522M|1994k 8012k|   0     0 |409 197  20   0   0| 20 168   0   1 226
 14   2  83   0   0   1|   0     0 |5179M  390M 57.0G  518M|1705k 5558k|   0     0 |408 196  20   0   0| 20 167   0   1 225
 11   2  87   0   0   0|   0     0 |5179M  390M 57.0G  519M|1503k 5166k|   0     0 |412 200  20   0   0| 20 171   0   1 225
  8   2  90   0   0   0|   0    56k|5180M  390M 57.0G  518M|1279k 4321k|   0  4.00 |411 199  20   0   0| 20 168   0   1 228
 10   2  88   0   0   0|   0    92k|5180M  390M 57.0G  518M|1428k 5001k|   0  3.00 |416 203  20   0   0| 20 163   2   1 234
 12   3  85   0   0   0|  12k   36k|5180M  390M 57.0G  518M|1339k 4993k|2.00  9.00 |412 200  20   0   0| 20 154   0   1 240
 12   3  84   0   0   1|   0     0 |5180M  390M 57.0G  518M|1650k 5860k|   0     0 |408 196  20   0   0| 20 151   0   1 244
 14   3  81   0   0   1|   0   112k|5181M  390M 57.0G  517M|1478k 6496k|   0  16.0 |412 200  20   0   0| 20 162   4   1 248
 15   3  81   0   0   1|   0     0 |5181M  390M 57.0G  517M|1903k 9777k|   0     0 |410 198  20   0   0| 20 160   1   1 249
 12   3  84   0   0   1|1724k  216k|5181M  390M 57.0G  516M|1523k 7786k|24.0  20.0 |414 202  20   0   0| 20 164   1   1 254
  8   2  89   0   0   1|   0   132k|5181M  390M 57.0G  515M|1417k 8784k|   0  23.0 |397 184  20   0   0| 20 149   1   1 260
  9   3  88   0   0   0|   0     0 |5181M  390M 57.0G  515M|1366k 8479k|   0     0 |396 183  20   0   0| 20 154   1   1 255
 11   2  86   0   0   1|   0     0 |5181M  390M 57.0G  515M|1354k 7754k|   0     0 |396 184  20   0   0| 20 153   0   1 256
 20   3  76   0   0   1|   0     0 |5180M  390M 57.0G  516M|1733k 9459k|   0     0 |423 210  20   0   0| 20 179   1   1 246
 20   3  76   0   0   1|   0   236k|5180M  390M 57.0G  516M|1864k   10M|   0  7.00 |422 209  20   0   0| 20 178   1   1 250
 14   2  83   0   0   1| 212k   92k|5181M  390M 57.0G  515M|1809k 9782k|9.00  9.00 |420 209  20   0   0| 20 176   1   1 233
 14   4  81   0   0   1|   0   132k|5180M  390M 57.0G  516M|1654k 9959k|   0  28.0 |433 221  20   0   0| 20 192   5   1 229
 22   4  73   0   0   2|   0     0 |5180M  390M 57.0G  516M|2056k   11M|   0     0 |493 279  20   0   0| 20 253   8   1 180
 25   4  69   0   0   1|   0     0 |5180M  390M 57.0G  516M|1769k 9401k|   0     0 |505 292  20   0   0| 20 265   1   2 176
 22   3  74   0   0   1|   0    88k|5179M  390M 57.0G  517M|1723k 8520k|   0  3.00 |532 318  20   0   0| 20 287   4   2 179
 21   4  73   0   0   2|   0  1436k|5181M  390M 57.0G  515M|1963k   10M|   0   201 |529 317  20   0   0| 20 288   1   2 178
 14   3  82   0   0   1|   0    64k|5181M  390M 57.0G  515M|1677k 7202k|   0  6.00 |544 332  20   0   0| 20 301   4   2 181
 13   3  83   0   0   1|   0     0 |5181M  390M 57.0G  515M|1594k 7959k|   0     0 |541 329  20   0   0| 20 282   2   2 188
 11   2  86   0   0   0|   0     0 |5181M  390M 57.0G  515M|1437k 5884k|   0     0 |535 326  20   0   0| 20 274   2   2 195
 15   2  82   0   0   1|4096B  192k|5180M  390M 57.0G  516M|1247k 5203k|1.00  14.0 |537 328  20   0   0| 20 271   1   2 200
  9   2  88   0   0   0|   0   232k|5180M  390M 57.0G  516M|1358k 5393k|   0  51.0 |536 327  20   0   0| 20 266   1   2 205
 18   3  78   0   0   1|7700k  108k|5180M  390M 57.0G  508M|1524k 6290k|47.0  4.00 |536 328  20   0   0| 20 265   2   2 207
  9   2  88   0   0   1|   0     0 |5180M  390M 57.0G  508M|1287k 6801k|   0     0 |534 325  20   0   0| 20 263   2   2 210
 13   2  84   0   0   1|   0     0 |5180M  390M 57.0G  508M|1324k 6917k|   0     0 |515 307  20   0   0| 20 256   2   2 222
  9   2  88   0   0   1|   0   560k|5179M  390M 57.0G  509M|1185k 5287k|   0  18.0 |488 281  20   0   0| 20 233   1   2 242
 13   2  84   0   0   1|   0   136k|5180M  390M 57.0G  509M|1422k 6016k|   0  33.0 |479 271  20   0   0| 20 228   1   1 232
 10   2  87   0   0   1|   0    40k|5179M  390M 57.0G  509M|1472k 5425k|   0  4.00 |468 260  20   0   0| 20 224   1   1 237
 10   2  88   0   0   1|   0     0 |5180M  390M 57.0G  508M|1376k 5284k|   0     0 |464 256  20   0   0| 20 223   1   1 237
 15   3  81   0   0   1|4096B    0 |5182M  390M 57.0G  506M|1274k 4977k|1.00     0 |470 262  20   0   0| 20 231   1   1 238
 13   2  85   0   0   0|   0    88k|5180M  390M 57.0G  508M|1279k 5390k|   0  3.00 |471 259  20   0   0| 20 230   1   1 241
 18   3  79   0   0   0|   0   288k|5182M  390M 57.0G  507M|1353k 5463k|   0  29.0 |472 260  20   0   0| 20 232   1   1 244
 17   3  79   0   0   1|   0     0 |5180M  390M 57.0G  508M|1440k 5789k|   0     0 |475 263  20   0   0| 20 238   3   1 239
 20   3  77   0   0   1|   0     0 |5181M  390M 57.0G  507M|1290k 5345k|   0     0 |484 272  20   0   0| 20 248   1   2 239
 14   2  83   0   0   1|   0   260k|5181M  390M 57.0G  507M|1314k 5927k|   0  7.00 |483 268  20   0   0| 20 243   2   2 239
 14   2  83   0   0   1|   0    16k|5181M  390M 57.0G  507M|1295k 6259k|   0  4.00 |483 268  20   0   0| 20 244   1   2 235
 20   3  76   0   0   1| 400k   80k|5186M  390M 57.0G  502M|1428k 6998k|5.00  6.00 |489 275  20   0   0| 20 253   2   2 229
 20   3  76   0   0   1|   0  4096B|5185M  390M 57.0G  503M|1656k 8182k|   0  1.00 |495 281  20   0   0| 20 255   2   2 232
 13   2  85   0   0   1|   0     0 |5175M  390M 57.0G  513M|1373k 7175k|   0     0 |489 278  20   0   0| 20 253   2   2 231
 13   2  85   0   0   0|   0   264k|5174M  390M 57.0G  513M|1583k 7320k|   0  5.00 |474 268  20   0   0| 20 240   1   2 245
  9   2  89   0   0   0|   0     0 |5175M  390M 57.0G  513M|1245k 5759k|   0     0 |471 262  20   0   0| 20 236   1   2 247
 16   3  80   0   0   1|   0   228k|5175M  390M 57.0G  513M|1741k 8477k|   0  31.0 |479 270  20   0   0| 20 244   3   1 226
 13   3  83   0   0   1|   0     0 |5175M  390M 57.0G  513M|1697k 7128k|   0     0 |475 266  20   0   0| 20 237   2   1 235
 12   3  85   0   0   1|   0     0 |5175M  390M 57.0G  513M|1738k 6775k|   0     0 |434 233  20   0   0| 20 202   3   1 264
 10   2  88   0   0   0|   0    80k|5175M  390M 57.0G  513M|1551k 5709k|   0  2.00 |411 204  20   0   0| 20 180   2   1 285
 14   3  83   0   0   1|  16k   52k|5176M  390M 57.0G  512M|1724k 6055k|4.00  5.00 |400 194  20   0   0| 20 169   2   1 295
 11   2  86   0   0   1|   0   548k|5176M  390M 57.0G  511M|1631k 5956k|   0  19.0 |378 169  20   0   0| 20 146   2   1 309
 10   2  87   0   0   1|   0   164k|5176M  390M 57.0G  511M|1447k 5233k|   0  26.0 |377 169  20   0   0| 20 140   2   1 317
 10   2  87   0   0   1|   0     0 |5176M  390M 57.0G  512M|1505k 5386k|   0     0 |362 159  20   0   0| 20 124   7   1 329
  8   2  89   0   0   1|   0     0 |5176M  390M 57.0G  512M|1185k 4964k|   0     0 |363 154  20   0   0| 20 124   2   1 329
 17   3  80   0   0   1|  15M    0 |5176M  390M 57.0G  497M|1553k 5712k|71.0     0 |369 160  20   0   0| 20 129   3   1 330
 11   3  85   0   0   1|   0   984k|5177M  390M 57.0G  496M|1667k 5819k|   0   131 |359 149  20   0   0| 20 121   1   1 330
 10   2  87   0   0   1|2048k   12k|5176M  390M 57.0G  495M|1558k 5465k|5.00  2.00 |356 146  20   0   0| 20 121   1   1 323
 10   3  87   0   0   0|   0     0 |5176M  390M 57.0G  494M|1558k 5488k|   0     0 |350 141  20   0   0| 20 119   1   1 326
 14   3  82   0   0   1|   0   216k|5177M  390M 57.0G  494M|1410k 5236k|   0  18.0 |372 161  20   0   0| 20 142   3   1 317
 26   4  69   0   0   2|   0     0 |5176M  390M 57.0G  494M|1828k 9286k|   0     0 |376 165  20   0   0| 20 144   2   1 300
 15   3  82   0   0   1|   0   272k|5174M  390M 57.0G  495M|1725k 6174k|   0  58.0 |376 166  20   0   0| 20 139   1   1 296
  8   2  90   0   0   0|   0     0 |5175M  390M 57.0G  495M|1163k 4376k|   0     0 |376 166  20   0   0| 20 138   1   1 295
 13   3  84   0   0   0|   0     0 |5175M  390M 57.0G  495M|1788k 6558k|   0     0 |380 170  20   0   0| 20 142   1   1 294
 14   3  82   0   0   1|4096B  176k|5175M  390M 57.0G  494M|1970k 6494k|1.00  6.00 |382 172  20   0   0| 20 144   1   1 292
 16   3  80   0   0   1|   0   172k|5176M  390M 57.0G  492M|1434k 6468k|   0  13.0 |383 173  20   0   0| 20 137   1   1 299
 10   2  87   0   0   1|   0  1140k|5178M  390M 57.0G  490M|1434k 6416k|   0  68.0 |382 172  20   0   0| 20 143   1   1 296
 11   2  86   0   0   1|   0     0 |5179M  390M 57.0G  491M|1377k 6279k|   0     0 |380 170  20   0   0| 20 140   2   1 297
 12   2  86   0   0   1|   0     0 |5179M  390M 57.0G  491M|1493k 6480k|   0     0 |380 170  20   0   0| 20 140   1   1 302
 11   2  86   0   0   1|   0     0 |5179M  390M 57.0G  490M|1643k 6616k|   0     0 |381 171  20   0   0| 20 140   1   1 300
 10   3  87   0   0   1|   0    20k|5179M  390M 57.1G  465M|1458k 5620k|   0  4.00 |377 166  20   0   0| 20 135   2   1 301
 15   5  79   0   0   1|   0   256k|5178M  390M 57.0G  477M|1221k 5965k|   0  31.0 |369 158  20   0   0| 20 135   1   1 300
 19   4  76   0   0   1|   0     0 |5178M  390M 57.0G  491M|1421k 5642k|   0     0 |350 143  20   0   0| 20 116   1   1 312
 13   3  83   0   0   1|   0    88k|5179M  390M 57.0G  491M|1592k 6761k|   0  3.00 |351 142  20   0   0| 20 118   1   1 311
 15   2  83   0   0   0|  12k  120k|5178M  390M 57.0G  491M|1322k 4966k|3.00  8.00 |355 146  20   0   0| 20 117   2   1 309
  9   2  88   0   0   1|   0     0 |5179M  390M 57.0G  492M|1130k 5110k|   0     0 |354 145  20   0   0| 20 116   2   1 299
 10   2  87   0   0   1|   0    16k|5178M  390M 57.0G  493M|1582k 5523k|   0  4.00 |345 137  20   0   0| 20 110   1   1 292
